Codes:,Interest_Income
42469,357686289.365
424690,357686289.365
4247,715372578.73
42471,357686289.365
424710,357686289.365
42472,357686289.365
424720,357686289.365
4248,715372578.73
42481,357686289.365
424810,357686289.365
42482,357686289.365
424820,357686289.365
4249,715372578.73
42491,119228763.122
424910,119228763.122
42492,119228763.122
424920,119228763.122
42493,119228763.122
424930,119228763.122
42494,119228763.122
424940,119228763.122
42495,119228763.122
424950,119228763.122
42499,119228763.122
424990,119228763.122
425,6438353208.57
4251,6438353208.57
42511,3219176604.28
425110,3219176604.28
42512,3219176604.28
425120,3219176604.28
44.45,24436075434.3
441,2036339619.53
4411,678779873.175
44111,339389936.588
441110,339389936.588
44112,339389936.588
441120,339389936.588
4412,678779873.175
44121,339389936.588
441210,339389936.588
44122,339389936.588
441222,169694968.294
441228,169694968.294
4413,678779873.175
44131,339389936.588
441310,339389936.588
44132,339389936.588
441320,339389936.588
442,2036339619.53
4421,1018169809.76
44211,1018169809.76
442110,1018169809.76
4422,1018169809.76
44221,509084904.881
442210,509084904.881
44229,509084904.881
442291,254542452.441
442299,254542452.441
443,2036339619.53
4431,2036339619.53
44314,2036339619.53
443141,1018169809.76
443142,1018169809.76
444,2036339619.53
4441,1018169809.76
44411,254542452.441
444110,254542452.441
44412,254542452.441
444120,254542452.441
44413,254542452.441
444130,254542452.441
44419,254542452.441
444190,254542452.441
4442,1018169809.76
44421,509084904.881
444210,509084904.881
44422,509084904.881
444220,509084904.881
445,2036339619.53
4451,678779873.175
44511,339389936.588
445110,339389936.588
44512,339389936.588
445120,339389936.588
4452,678779873.175
44521,169694968.294
445210,169694968.294
44522,169694968.294
445220,169694968.294
44523,169694968.294
445230,169694968.294
44529,169694968.294
445291,56564989.4313
445292,56564989.4313
445299,56564989.4313
4453,678779873.175
44531,678779873.175
445310,678779873.175
446,2036339619.53
4461,2036339619.53
44611,509084904.881
446110,509084904.881
44612,509084904.881
446120,509084904.881
44613,509084904.881
446130,509084904.881
44619,509084904.881
446191,254542452.441
446199,254542452.441
447,2036339619.53
4471,2036339619.53
44711,1018169809.76
447110,1018169809.76
44719,1018169809.76
447190,1018169809.76
448,2036339619.53
4481,678779873.175
44811,113129978.863
448110,113129978.863
44812,113129978.863
448120,113129978.863
44813,113129978.863
448130,113129978.863
44814,113129978.863
448140,113129978.863
44815,113129978.863
448150,113129978.863
44819,113129978.863
448190,113129978.863
4482,678779873.175
44821,678779873.175
448210,678779873.175
4483,678779873.175
44831,339389936.588
448310,339389936.588
44832,339389936.588
448320,339389936.588
451,2036339619.53
4511,1018169809.76
45111,254542452.441
451110,254542452.441
45112,254542452.441
451120,254542452.441
45113,254542452.441
451130,254542452.441
45114,254542452.441
451140,254542452.441
4512,1018169809.76
45121,1018169809.76
451211,509084904.881
451212,509084904.881
452,2036339619.53
4521,1018169809.76
45211,1018169809.76
452111,509084904.881
452112,509084904.881
4529,1018169809.76
45291,509084904.881
452910,509084904.881
45299,509084904.881
452990,509084904.881
453,2036339619.53
4531,509084904.881
45311,509084904.881
453110,509084904.881
4532,509084904.881
45321,254542452.441
453210,254542452.441
45322,254542452.441
453220,254542452.441
4533,509084904.881
45331,509084904.881
453310,509084904.881
4539,509084904.881
45391,127271226.22
453910,127271226.22
45392,127271226.22
453920,127271226.22
45393,127271226.22
453930,127271226.22
45399,127271226.22
453991,63635613.1102
453998,63635613.1102
454,2036339619.53
4541,678779873.175
45411,678779873.175
454111,226259957.725
454112,226259957.725
454113,226259957.725
4542,678779873.175
45421,678779873.175
454210,678779873.175
4543,678779873.175
45431,339389936.588
454310,339389936.588
45439,339389936.588
454390,339389936.588
48.49,17706054658.7
481,1609641332.61
4811,804820666.304
48111,804820666.304
481111,402410333.152
481112,402410333.152
4812,804820666.304
48121,804820666.304
481211,268273555.435
481212,268273555.435
481219,268273555.435
482,1609641332.61
4821,1609641332.61
48211,1609641332.61
482111,804820666.304
482112,804820666.304
483,1609641332.61
4831,804820666.304
48311,804820666.304
483111,201205166.576
483112,201205166.576
483113,201205166.576
483114,201205166.576
4832,804820666.304
48321,804820666.304
483211,402410333.152
483212,402410333.152
484,1609641332.61
4841,804820666.304
48411,402410333.152
484110,402410333.152
48412,402410333.152
484121,201205166.576
484122,201205166.576
4842,804820666.304
48421,268273555.435
484210,268273555.435
48422,268273555.435
484220,268273555.435
48423,268273555.435
484230,268273555.435
485,1609641332.61
4851,268273555.435
48511,268273555.435
485111,67068388.8587
485112,67068388.8587
485113,67068388.8587
485119,67068388.8587
4852,268273555.435
48521,268273555.435
485210,268273555.435
4853,268273555.435
48531,134136777.717
485310,134136777.717
48532,134136777.717
485320,134136777.717
4854,268273555.435
48541,268273555.435
485410,268273555.435
4855,268273555.435
48551,268273555.435
485510,268273555.435
4859,268273555.435
48599,268273555.435
485991,134136777.717
485999,134136777.717
486,1609641332.61
4861,536547110.869
48611,536547110.869
486110,536547110.869
4862,536547110.869
48621,536547110.869
486210,536547110.869
4869,536547110.869
48691,268273555.435
486910,268273555.435
48699,268273555.435
486990,268273555.435
487,1609641332.61
4871,536547110.869
48711,536547110.869
487110,536547110.869
4872,536547110.869
48721,536547110.869
487210,536547110.869
4879,536547110.869
48799,536547110.869
487990,536547110.869
488,1609641332.61
4881,268273555.435
48811,134136777.717
488111,67068388.8587
488119,67068388.8587
48819,134136777.717
488190,134136777.717
4882,268273555.435
48821,268273555.435
488210,268273555.435
4883,268273555.435
48831,67068388.8587
488310,67068388.8587
48832,67068388.8587
488320,67068388.8587
48833,67068388.8587
488330,67068388.8587
48839,67068388.8587
488390,67068388.8587
4884,268273555.435
48841,134136777.717
488410,134136777.717
48849,134136777.717
488490,134136777.717
4885,268273555.435
48851,268273555.435
488510,268273555.435
4889,268273555.435
48899,268273555.435
488991,134136777.717
488999,134136777.717
491,1609641332.61
4911,1609641332.61
49111,1609641332.61
491110,1609641332.61
492,1609641332.61
4921,804820666.304
49211,804820666.304
492110,804820666.304
4922,804820666.304
49221,804820666.304
492210,804820666.304
493,1609641332.61
4931,1609641332.61
49311,402410333.152
493110,402410333.152
49312,402410333.152
493120,402410333.152
49313,402410333.152
493130,402410333.152
49319,402410333.152
493190,402410333.152
51,43821135276.1
511,7303522546.02
5111,3651761273.01
51111,730352254.602
511110,730352254.602
51112,730352254.602
511120,730352254.602
51113,730352254.602
511130,730352254.602
51114,730352254.602
511140,730352254.602
51119,730352254.602
511191,365176127.301
511199,365176127.301
5112,3651761273.01
51121,3651761273.01
511210,3651761273.01
512,7303522546.02
5121,3651761273.01
51211,912940318.252
512110,912940318.252
51212,912940318.252
512120,912940318.252
51213,912940318.252
512131,456470159.126
512132,456470159.126
51219,912940318.252
512191,456470159.126
512199,456470159.126
5122,3651761273.01
51221,730352254.602
512210,730352254.602
51222,730352254.602
512220,730352254.602
51223,730352254.602
512230,730352254.602
51224,730352254.602
512240,730352254.602
51229,730352254.602
512290,730352254.602
515,7303522546.02
5151,3651761273.01
51511,1825880636.5
515111,912940318.252
515112,912940318.252
51512,1825880636.5
515120,1825880636.5
5152,3651761273.01
51521,3651761273.01
515210,3651761273.01
517,7303522546.02
5171,1825880636.5
51711,1825880636.5
517110,1825880636.5
5172,1825880636.5
51721,1825880636.5
517210,1825880636.5
5174,1825880636.5
51741,1825880636.5
517410,1825880636.5
5179,1825880636.5
51791,1825880636.5
517911,912940318.252
517919,912940318.252
518,7303522546.02
5182,7303522546.02
51821,7303522546.02
518210,7303522546.02
519,7303522546.02
5191,7303522546.02
51911,1825880636.5
519110,1825880636.5
51912,1825880636.5
519120,1825880636.5
51913,1825880636.5
519130,1825880636.5
51919,1825880636.5
519190,1825880636.5
52,-54797169159.2
521,-10959433831.8
5211,-10959433831.8
52111,-10959433831.8
521110,-10959433831.8
522,-10959433831.8
5221,-3653144610.61
52211,-913286152.653
522110,-913286152.653
52212,-913286152.653
522120,-913286152.653
52213,-913286152.653
522130,-913286152.653
52219,-913286152.653
522190,-913286152.653
5222,-3653144610.61
52221,-1217714870.2
522210,-1217714870.2
52222,-1217714870.2
522220,-1217714870.2
52229,-1217714870.2
522291,-243542974.041
522292,-243542974.041
522293,-243542974.041
522294,-243542974.041
522298,-243542974.041
5223,-3653144610.61
52231,-1217714870.2
522310,-1217714870.2
52232,-1217714870.2
522320,-1217714870.2
52239,-1217714870.2
522390,-1217714870.2
523,-10959433831.8
5231,-3653144610.61
52311,-913286152.653
523110,-913286152.653
52312,-913286152.653
523120,-913286152.653
52313,-913286152.653
523130,-913286152.653
52314,-913286152.653
523140,-913286152.653
5232,-3653144610.61
52321,-3653144610.61
523210,-3653144610.61
5239,-3653144610.61
52391,-913286152.653
523910,-913286152.653
52392,-913286152.653
523920,-913286152.653
52393,-913286152.653
523930,-913286152.653
52399,-913286152.653
523991,-456643076.326
523999,-456643076.326
524,-10959433831.8
5241,-5479716915.92
52411,-1826572305.31
524113,-913286152.653
524114,-913286152.653
52412,-1826572305.31
524126,-608857435.102
524127,-608857435.102
524128,-608857435.102
52413,-1826572305.31
524130,-1826572305.31
5242,-5479716915.92
52421,-2739858457.96
524210,-2739858457.96
52429,-2739858457.96
524291,-913286152.653
524292,-913286152.653
524298,-913286152.653
525,-10959433831.8
5251,-5479716915.92
52511,-1826572305.31
525110,-1826572305.31
52512,-1826572305.31
525120,-1826572305.31
52519,-1826572305.31
525190,-1826572305.31
5259,-5479716915.92
52591,-1826572305.31
525910,-1826572305.31
52592,-1826572305.31
525920,-1826572305.31
52599,-1826572305.31
525990,-1826572305.31
53,468901447501.0
531,156300482500.0
5311,52100160833.5
53111,13025040208.4
531110,13025040208.4
53112,13025040208.4
531120,13025040208.4
53113,13025040208.4
531130,13025040208.4
53119,13025040208.4
531190,13025040208.4
5312,52100160833.5
53121,52100160833.5
531210,52100160833.5
5313,52100160833.5
53131,17366720277.8
531311,8683360138.92
531312,8683360138.92
53132,17366720277.8
531320,17366720277.8
53139,17366720277.8
531390,17366720277.8
532,156300482500.0
5321,39075120625.1
53211,19537560312.6
532111,9768780156.28
532112,9768780156.28
53212,19537560312.6
532120,19537560312.6
5322,39075120625.1
53221,9768780156.28
532210,9768780156.28
53222,9768780156.28
532220,9768780156.28
53223,9768780156.28
532230,9768780156.28
53229,9768780156.28
532291,3256260052.09
532292,3256260052.09
532299,3256260052.09
5323,39075120625.1
53231,39075120625.1
532310,39075120625.1
5324,39075120625.1
53241,13025040208.4
532411,6512520104.19
532412,6512520104.19
53242,13025040208.4
532420,13025040208.4
53249,13025040208.4
532490,13025040208.4
533,156300482500.0
5331,156300482500.0
53311,156300482500.0
533110,156300482500.0
54,12596038884.0
541,12596038884.0
5411,1399559876.0
54111,466519958.668
541110,466519958.668
54112,466519958.668
541120,466519958.668
54119,466519958.668
541191,233259979.334
541199,233259979.334
5412,1399559876.0
54121,1399559876.0
541211,349889969.001
541213,349889969.001
541214,349889969.001
541219,349889969.001
5413,1399559876.0
54131,174944984.501
541310,174944984.501
54132,174944984.501
541320,174944984.501
54133,174944984.501
541330,174944984.501
54134,174944984.501
541340,174944984.501
54135,174944984.501
541350,174944984.501
54136,174944984.501
541360,174944984.501
54137,174944984.501
541370,174944984.501
54138,174944984.501
541380,174944984.501
5414,1399559876.0
54141,349889969.001
541410,349889969.001
54142,349889969.001
541420,349889969.001
54143,349889969.001
541430,349889969.001
54149,349889969.001
541490,349889969.001
5415,1399559876.0
54151,1399559876.0
541511,349889969.001
541512,349889969.001
541513,349889969.001
541519,349889969.001
5416,1399559876.0
54161,466519958.668
541611,93303991.7337
541612,93303991.7337
541613,93303991.7337
541614,93303991.7337
541618,93303991.7337
54162,466519958.668
541620,466519958.668
54169,466519958.668
541690,466519958.668
5417,1399559876.0
54171,699779938.002
541711,349889969.001
541712,349889969.001
54172,699779938.002
541720,699779938.002
5418,1399559876.0
54181,174944984.501
541810,174944984.501
54182,174944984.501
541820,174944984.501
54183,174944984.501
541830,174944984.501
54184,174944984.501
541840,174944984.501
54185,174944984.501
541850,174944984.501
54186,174944984.501
541860,174944984.501
54187,174944984.501
541870,174944984.501
54189,174944984.501
541890,174944984.501
5419,1399559876.0
54191,279911975.201
541910,279911975.201
54192,279911975.201
541921,139955987.6
541922,139955987.6
54193,279911975.201
541930,279911975.201
54194,279911975.201
541940,279911975.201
54199,279911975.201
541990,279911975.201
55,-96438297705.6
551,-96438297705.6
5511,-96438297705.6
55111,-96438297705.6
551111,-32146099235.2
551112,-32146099235.2
551114,-32146099235.2
56,8156025177.7
561,4078012588.85
5611,509751573.606
56111,509751573.606
561110,509751573.606
5612,509751573.606
56121,509751573.606
561210,509751573.606
5613,509751573.606
56131,169917191.202
561311,84958595.601
561312,84958595.601
56132,169917191.202
561320,169917191.202
56133,169917191.202
561330,169917191.202
5614,509751573.606
56141,84958595.601
561410,84958595.601
56142,84958595.601
561421,42479297.8005
561422,42479297.8005
56143,84958595.601
561431,42479297.8005
561439,42479297.8005
56144,84958595.601
561440,84958595.601
56145,84958595.601
561450,84958595.601
56149,84958595.601
561491,28319531.867
561492,28319531.867
561499,28319531.867
5615,509751573.606
56151,169917191.202
561510,169917191.202
56152,169917191.202
561520,169917191.202
56159,169917191.202
561591,84958595.601
561599,84958595.601
5616,509751573.606
56161,254875786.803
561611,84958595.601
561612,84958595.601
561613,84958595.601
56162,254875786.803
561621,127437893.402
561622,127437893.402
5617,509751573.606
56171,101950314.721
561710,101950314.721
56172,101950314.721
561720,101950314.721
56173,101950314.721
561730,101950314.721
56174,101950314.721
561740,101950314.721
56179,101950314.721
561790,101950314.721
5619,509751573.606
56191,169917191.202
561910,169917191.202
56192,169917191.202
561920,169917191.202
56199,169917191.202
561990,169917191.202
562,4078012588.85
5621,1359337529.62
56211,1359337529.62
562111,453112509.872
562112,453112509.872
562119,453112509.872
5622,1359337529.62
56221,1359337529.62
562211,339834382.404
562212,339834382.404
562213,339834382.404
562219,339834382.404
5629,1359337529.62
56291,453112509.872
562910,453112509.872
56292,453112509.872
562920,453112509.872
56299,453112509.872
562991,226556254.936
562998,226556254.936
61,6440019880.38
611,6440019880.38
6111,920002840.054
61111,920002840.054
611110,920002840.054
6112,920002840.054
61121,920002840.054
611210,920002840.054
6113,920002840.054
61131,920002840.054
611310,920002840.054
6114,920002840.054
61141,306667613.351
611410,306667613.351
61142,306667613.351
611420,306667613.351
61143,306667613.351
611430,306667613.351
6115,920002840.054
61151,920002840.054
611511,230000710.014
611512,230000710.014
611513,230000710.014
611519,230000710.014
6116,920002840.054
61161,230000710.014
611610,230000710.014
61162,230000710.014
611620,230000710.014
61163,230000710.014
611630,230000710.014
61169,230000710.014
611691,76666903.3378
611692,76666903.3378
611699,76666903.3378
6117,920002840.054
61171,920002840.054
611710,920002840.054
62,6440019880.38
621,1610004970.09
6211,230000710.014
62111,230000710.014
621111,115000355.007
621112,115000355.007
6212,230000710.014
62121,230000710.014
621210,230000710.014
6213,230000710.014
62131,46000142.0027
621310,46000142.0027
62132,46000142.0027
621320,46000142.0027
62133,46000142.0027
621330,46000142.0027
62134,46000142.0027
621340,46000142.0027
62139,46000142.0027
621391,23000071.0014
621399,23000071.0014
6214,230000710.014
62141,76666903.3378
621410,76666903.3378
62142,76666903.3378
621420,76666903.3378
62149,76666903.3378
621491,19166725.8345
621492,19166725.8345
621493,19166725.8345
621498,19166725.8345
6215,230000710.014
62151,230000710.014
621511,115000355.007
621512,115000355.007
6216,230000710.014
62161,230000710.014
621610,230000710.014
6219,230000710.014
62191,115000355.007
621910,115000355.007
62199,115000355.007
621991,57500177.5034
621999,57500177.5034
622,1610004970.09
6221,536668323.365
62211,536668323.365
622110,536668323.365
6222,536668323.365
62221,536668323.365
622210,536668323.365
6223,536668323.365
62231,536668323.365
622310,536668323.365
623,1610004970.09
6231,402501242.524
62311,402501242.524
623110,402501242.524
6232,402501242.524
62321,201250621.262
623210,201250621.262
62322,201250621.262
623220,201250621.262
6233,402501242.524
62331,402501242.524
623311,201250621.262
623312,201250621.262
6239,402501242.524
62399,402501242.524
623990,402501242.524
624,1610004970.09
6241,402501242.524
62411,134167080.841
624110,134167080.841
62412,134167080.841
624120,134167080.841
62419,134167080.841
624190,134167080.841
6242,402501242.524
62421,134167080.841
624210,134167080.841
62422,134167080.841
624221,67083540.4206
624229,67083540.4206
62423,134167080.841
624230,134167080.841
6243,402501242.524
62431,402501242.524
624310,402501242.524
6244,402501242.524
62441,402501242.524
624410,402501242.524
71,11497535493.0
711,3832511830.99
7111,766502366.197
71111,191625591.549
711110,191625591.549
71112,191625591.549
711120,191625591.549
71113,191625591.549
711130,191625591.549
71119,191625591.549
711190,191625591.549
7112,766502366.197
71121,766502366.197
711211,255500788.732
711212,255500788.732
711219,255500788.732
7113,766502366.197
71131,383251183.099
711310,383251183.099
71132,383251183.099
711320,383251183.099
7114,766502366.197
71141,766502366.197
711410,766502366.197
7115,766502366.197
71151,766502366.197
711510,766502366.197
712,3832511830.99
7121,3832511830.99
71211,958127957.746
712110,958127957.746
71212,958127957.746
712120,958127957.746
71213,958127957.746
712130,958127957.746
71219,958127957.746
712190,958127957.746
713,3832511830.99
7131,1277503943.66
71311,638751971.831
713110,638751971.831
71312,638751971.831
713120,638751971.831
7132,1277503943.66
71321,638751971.831
713210,638751971.831
71329,638751971.831
713290,638751971.831
7139,1277503943.66
71391,212917323.944
713910,212917323.944
71392,212917323.944
713920,212917323.944
71393,212917323.944
713930,212917323.944
71394,212917323.944
713940,212917323.944
71395,212917323.944
713950,212917323.944
71399,212917323.944
713990,212917323.944
72,11497535493.0
721,5748767746.48
7211,1916255915.49
72111,638751971.831
721110,638751971.831
72112,638751971.831
721120,638751971.831
72119,638751971.831
721191,319375985.915
721199,319375985.915
7212,1916255915.49
72121,1916255915.49
721211,958127957.746
721214,958127957.746
7213,1916255915.49
72131,1916255915.49
721310,1916255915.49
722,5748767746.48
7223,1916255915.49
72231,638751971.831
722310,638751971.831
72232,638751971.831
722320,638751971.831
72233,638751971.831
722330,638751971.831
7224,1916255915.49
72241,1916255915.49
722410,1916255915.49
7225,1916255915.49
72251,1916255915.49
722511,479063978.873
722513,479063978.873
722514,479063978.873
722515,479063978.873
81,104000321.05
811,26000080.2624
8111,6500020.0656
81111,2166673.3552
811111,541668.3388
811112,541668.3388
811113,541668.3388
811118,541668.3388
81112,2166673.3552
811121,1083336.6776
811122,1083336.6776
81119,2166673.3552
811191,722224.451733
811192,722224.451733
811198,722224.451733
8112,6500020.0656
81121,6500020.0656
811211,1625005.0164
811212,1625005.0164
811213,1625005.0164
811219,1625005.0164
8113,6500020.0656
81131,6500020.0656
811310,6500020.0656
8114,6500020.0656
81141,1625005.0164
811411,812502.5082
811412,812502.5082
81142,1625005.0164
811420,1625005.0164
81143,1625005.0164
811430,1625005.0164
81149,1625005.0164
811490,1625005.0164
812,26000080.2624
8121,6500020.0656
81211,3250010.0328
812111,1083336.6776
812112,1083336.6776
812113,1083336.6776
81219,3250010.0328
812191,1625005.0164
812199,1625005.0164
8122,6500020.0656
81221,3250010.0328
812210,3250010.0328
81222,3250010.0328
812220,3250010.0328
8123,6500020.0656
81231,2166673.3552
812310,2166673.3552
81232,2166673.3552
812320,2166673.3552
81233,2166673.3552
812331,1083336.6776
812332,1083336.6776
8129,6500020.0656
81291,1625005.0164
812910,1625005.0164
81292,1625005.0164
812921,812502.5082
812922,812502.5082
81293,1625005.0164
812930,1625005.0164
81299,1625005.0164
812990,1625005.0164
813,26000080.2624
8131,5200016.05248
81311,5200016.05248
813110,5200016.05248
8132,5200016.05248
81321,5200016.05248
813211,1733338.68416
813212,1733338.68416
813219,1733338.68416
8133,5200016.05248
81331,5200016.05248
813311,1733338.68416
813312,1733338.68416
813319,1733338.68416
8134,5200016.05248
81341,5200016.05248
813410,5200016.05248
8139,5200016.05248
81391,1040003.2105
813910,1040003.2105
81392,1040003.2105
813920,1040003.2105
81393,1040003.2105
813930,1040003.2105
81394,1040003.2105
813940,1040003.2105
81399,1040003.2105
813990,1040003.2105
814,26000080.2624
8141,26000080.2624
81411,26000080.2624
814110,26000080.2624
