"Page: 134  March 12, 2015"
""
"B.103 Balance Sheet of Nonfinancial Corporate Business"
"Billions of dollars; amounts outstanding end of period, not seasonally adjusted                                                                                                                                                   "
""
"","2010","2011","2012","2013","2014","2013","2013","2014","2014","2014","2014","",
"Description","","","","","","Q3","Q4","Q1","Q2","Q3","Q4","",
"Nonfinancial corporate business; total assets","   28957.8","   30545.3","   31979.3","   34725.1","   36799.3","   34071.5","   34725.1","   34906.4","   35662.6","   36133.0","   36799.3","    1",
"Nonfinancial corporate business; nonfinancial assets","   14941.1","   16039.7","   16894.4","   18559.3","   19866.8","   18223.8","   18559.3","   18671.3","   19116.3","   19453.6","   19866.8","    2",
"Nonfinancial corporate business; real estate at market value","    7545.7","    8275.2","    8823.5","   10234.2","   11230.9","    9974.8","   10234.2","   10244.9","   10595.7","   10861.0","   11230.9","    3",
"Nonfinancial corporate business; equipment, current cost basis","    3853.6","    4008.0","    4138.0","    4261.7","    4444.9","    4229.8","    4261.7","    4300.2","    4346.0","    4395.4","    4444.9","    4",
"Nonfinancial corporate business; nonresidential intellectual property products, current cost basis","    1669.1","    1746.9","    1839.4","    1916.9","    1996.7","    1893.8","    1916.9","    1942.5","    1964.5","    1982.3","    1996.7","    5",
"Nonfinancial corporate business; inventories excluding IVA, current cost basis","    1872.7","    2009.6","    2093.6","    2146.6","    2194.3","    2125.3","    2146.6","    2183.6","    2210.0","    2214.8","    2194.3","    6",
"Nonfinancial corporate business; total financial assets","   14016.8","   14505.6","   15084.9","   16165.8","   16932.5","   15847.7","   16165.8","   16235.1","   16546.4","   16679.5","   16932.5","    7",
"Nonfinancial corporate business; private foreign deposits; asset","      40.6","      34.8","      35.4","      86.6","      88.2","      69.2","      86.6","      74.8","      86.4","      88.7","      88.2","    8",
"Nonfinancial corporate business; checkable deposits and currency; asset","     234.5","     264.2","     257.3","     323.9","     368.5","     284.4","     323.9","     286.1","     332.2","     346.1","     368.5","    9",
"Nonfinancial corporate business; total time and savings deposits; asset","     548.7","     561.9","     595.2","     644.9","     657.5","     649.9","     644.9","     661.7","     660.7","     630.1","     657.5","   10",
"Nonfinancial corporate business; money market mutual fund shares; asset","     497.8","     462.4","     480.6","     521.1","     555.5","     500.0","     521.1","     497.1","     493.4","     512.9","     555.5","   11",
"Nonfinancial corporate business; security repurchase agreements; asset","      12.1","      12.6","       9.7","       8.7","      12.9","      12.5","       8.7","      11.2","      13.4","      13.3","      12.9","   12",
"Nonfinancial corporate business; credit market instruments; asset","     229.4","     222.3","     209.7","     165.7","     160.7","     169.0","     165.7","     158.8","     153.2","     150.9","     160.7","   13",
"Nonfinancial corporate business; commercial paper; asset","      68.0","      67.9","      59.5","      37.7","      33.4","      42.2","      37.7","      34.6","      28.7","      29.2","      33.4","   14",
"Nonfinancial corporate business; Treasury securities; asset","      48.0","      43.0","      39.4","      39.9","      40.1","      38.2","      39.9","      38.1","      37.9","      37.1","      40.1","   15",
"Nonfinancial corporate business; agency- and GSE-backed securities; asset","      16.0","      14.3","      13.1","       9.3","      13.4","       7.7","       9.3","      10.7","      12.6","      12.4","      13.4","   16",
"Nonfinancial corporate business; municipal securities and loans; asset","      23.9","      22.3","      22.9","      11.5","       9.8","      14.0","      11.5","       9.8","       8.7","       7.3","       9.8","   17",
"Nonfinancial corporate business; total mortgages; asset","      28.0","      27.4","      25.5","      23.7","      21.8","      24.1","      23.7","      23.2","      22.7","      22.2","      21.8","   18",
"Nonfinancial corporate business; consumer credit; asset","      45.5","      47.4","      49.2","      43.5","      42.3","      42.8","      43.5","      42.4","      42.6","      42.8","      42.3","   19",
"Nonfinancial corporate business; mutual fund shares; asset","     186.8","     165.9","     180.1","     211.4","     220.3","     199.8","     211.4","     213.9","     219.6","     217.2","     220.3","   20",
"Nonfinancial corporate business; trade receivables; asset","    2156.5","    2240.3","    2292.1","    2432.1","    2542.7","    2507.5","    2432.1","    2502.3","    2582.8","    2598.5","    2542.7","   21",
"Nonfinancial corporate business; U.S. direct investment abroad; asset","    3402.9","    3759.2","    4081.0","    4370.0","    4534.5","    4311.4","    4370.0","    4394.9","    4465.6","    4506.1","    4534.5","   22",
"Nonfinancial corporate business; total miscellaneous assets","    6707.4","    6782.0","    6943.8","    7401.3","    7791.7","    7144.0","    7401.3","    7434.2","    7539.1","    7615.7","    7791.7","   23",
"Nonfinancial corporate business; total liabilities","   13226.7","   13878.4","   14695.2","   15591.2","   16279.4","   15379.9","   15591.2","   15692.6","   15925.9","   16114.3","   16279.4","   24",
"Nonfinancial corporate business; credit market instruments; liability","    6013.4","    6272.6","    6719.8","    7119.6","    7568.6","    7053.9","    7119.6","    7258.2","    7332.6","    7435.1","    7568.6","   25",
"Nonfinancial corporate business; commercial paper; liability","      82.9","     116.3","     130.3","     144.5","     182.4","     171.2","     144.5","     180.2","     185.9","     208.5","     182.4","   26",
"Nonfinancial corporate business; municipal securities and loans; liability","     485.4","     493.9","     509.1","     518.5","     518.4","     516.4","     518.5","     517.7","     516.4","     514.8","     518.4","   27",
"Nonfinancial corporate business; corporate bonds; liability","    3376.6","    3538.2","    3862.2","    4140.3","    4408.1","    4090.6","    4140.3","    4211.5","    4269.6","    4322.0","    4408.1","   28",
"Nonfinancial corporate business; depository institution loans n.e.c.; liability","     477.1","     546.0","     607.9","     654.4","     715.8","     627.0","     654.4","     654.3","     675.6","     682.6","     715.8","   29",
"Nonfinancial corporate business; other loans and advances; liability","     948.1","    1008.3","    1036.8","    1063.6","    1115.7","    1066.0","    1063.6","    1095.7","    1080.8","    1094.8","    1115.7","   30",
"Nonfinancial corporate business; total mortgages; liability","     643.2","     569.8","     573.5","     598.3","     628.1","     582.8","     598.3","     598.8","     604.2","     612.5","     628.1","   31",
"Nonfinancial corporate business; trade payables; liability","    1746.4","    1771.6","    1837.8","    1951.5","    2037.1","    1932.3","    1951.5","    1955.9","    1995.6","    2013.1","    2037.1","   32",
"Nonfinancial corporate business; taxes payable; liability","      42.9","      51.7","      54.0","      45.0","      53.7","      49.7","      45.0","      51.2","      47.1","      55.7","      53.7","   33",
"Nonfinancial corporate business; foreign direct investment in U.S.; liability","    2128.7","    2230.7","    2408.9","    2610.3","    2729.7","    2510.1","    2610.3","    2569.9","    2628.1","    2651.1","    2729.7","   34",
"Nonfinancial corporate business; total miscellaneous liabilities","    3295.3","    3551.8","    3674.8","    3864.9","    3890.2","    3833.8","    3864.9","    3857.4","    3922.6","    3959.3","    3890.2","   35",
"Nonfinancial corporate business; net worth","   15731.1","   16666.9","   17284.1","   19133.9","   20519.9","   18691.6","   19133.9","   19213.8","   19736.7","   20018.7","   20519.9","   36",
"Nonfinancial corporate business; residential structures, current cost basis","     166.3","     165.7","     168.6","     175.0","     185.9","     172.7","     175.0","     179.0","     179.8","     183.4","     185.9","   37",
"Nonfinancial corporate business; nonresidential structures, current cost basis","    7123.9","    7425.5","    7620.7","    7933.5","    8170.0","    7842.3","    7933.5","    7999.5","    8051.0","    8122.1","    8170.0","   38",
"Nonfinancial corporate business; corporate equities; liability","   14356.5","   14368.3","   15960.5","   20711.3","   22554.4","   19142.7","   20711.3","   20988.5","   22014.4","   21665.9","   22554.4","   39",
"Nonfinancial corporate business; credit market debt as a percentage of net worth (market value)","      38.2","      37.6","      38.9","      37.2","      36.9","      37.7","      37.2","      37.8","      37.2","      37.1","      36.9","   40",
"Nonfinancial corporate business; credit market debt as a percentage of the market value of corporate equities","      41.9","      43.7","      42.1","      34.4","      33.6","      36.8","      34.4","      34.6","      33.3","      34.3","      33.6","   41",
"Nonfinancial corporate business; corporate equities as a percentage of net worth","      91.3","      86.2","      92.3","     108.2","     109.9","     102.4","     108.2","     109.2","     111.5","     108.2","     109.9","   42",
"Nonfinancial corporate business; total assets at historical cost","   25006.1","   25954.2","   27029.9","   28578.2","   29920.8","   28159.4","   28578.2","   28830.1","   29251.7","   29541.6","   29920.8","   43",
"Nonfinancial corporate business; nonfinancial assets at historical cost","   10989.4","   11448.7","   11945.0","   12412.4","   12988.3","   12311.7","   12412.4","   12595.1","   12705.4","   12862.2","   12988.3","   44",
"Nonfinancial corporate business; real estate, historical cost basis","    4377.1","    4537.7","    4725.0","    4919.8","    5147.0","    4865.2","    4919.8","    4974.7","    5028.8","    5085.4","    5147.0","   45",
"Nonfinancial corporate business; nonresidential equipment, historical cost basis","    3482.4","    3592.0","    3727.3","    3875.8","    4048.7","    3835.5","    3875.8","    3914.4","    3956.8","    4002.9","    4048.7","   46",
"Nonfinancial corporate business; nonresidential intellectual property products, historical cost basis","    1570.3","    1637.6","    1707.5","    1781.5","    1869.2","    1762.6","    1781.5","    1801.3","    1822.2","    1844.7","    1869.2","   47",
"Nonfinancial corporate business; inventories, historical cost basis (SOI)","    1559.5","    1681.4","    1785.3","    1835.3","    1923.3","    1848.4","    1835.3","    1904.7","    1897.6","    1929.2","    1923.3","   48",
"Nonfinancial corporate business; net worth at historical cost","   11779.4","   12075.8","   12334.7","   12986.9","   13641.4","   12779.6","   12986.9","   13137.6","   13325.8","   13427.3","   13641.4","   49",
"Nonfinancial corporate business; residential structures, historical cost basis","      81.6","      82.7","      84.5","      87.2","      90.2","      86.4","      87.2","      87.9","      88.6","      89.4","      90.2","   50",
"Nonfinancial corporate business; nonresidential structures, historical cost basis","    3808.7","    3949.4","    4126.9","    4307.9","    4518.1","    4258.8","    4307.9","    4357.7","    4410.0","    4463.5","    4518.1","   51",
"Nonfinancial corporate business; credit market debt as a percentage of net worth (historical cost)","      51.1","      51.9","      54.5","      54.8","      55.5","      55.2","      54.8","      55.2","      55.0","      55.4","      55.5","   52",
