Codes:,Business_Income
44121,12949642752.6
441210,12949642752.6
44122,12949642752.6
441222,6474821376.31
441228,6474821376.31
4413,25899285505.3
44131,12949642752.6
441310,12949642752.6
44132,12949642752.6
441320,12949642752.6
442,77697856515.8
4421,38848928257.9
44211,38848928257.9
442110,38848928257.9
4422,38848928257.9
44221,19424464128.9
442210,19424464128.9
44229,19424464128.9
442291,9712232064.47
442299,9712232064.47
443,77697856515.8
4431,77697856515.8
44314,77697856515.8
443141,38848928257.9
443142,38848928257.9
444,77697856515.8
4441,38848928257.9
44411,9712232064.47
444110,9712232064.47
44412,9712232064.47
444120,9712232064.47
44413,9712232064.47
444130,9712232064.47
44419,9712232064.47
444190,9712232064.47
4442,38848928257.9
44421,19424464128.9
444210,19424464128.9
44422,19424464128.9
444220,19424464128.9
445,77697856515.8
4451,25899285505.3
44511,12949642752.6
445110,12949642752.6
44512,12949642752.6
445120,12949642752.6
4452,25899285505.3
44521,6474821376.31
445210,6474821376.31
44522,6474821376.31
445220,6474821376.31
44523,6474821376.31
445230,6474821376.31
44529,6474821376.31
445291,2158273792.1
445292,2158273792.1
445299,2158273792.1
4453,25899285505.3
44531,25899285505.3
445310,25899285505.3
446,77697856515.8
4461,77697856515.8
44611,19424464128.9
446110,19424464128.9
44612,19424464128.9
446120,19424464128.9
44613,19424464128.9
446130,19424464128.9
44619,19424464128.9
446191,9712232064.47
446199,9712232064.47
447,77697856515.8
4471,77697856515.8
44711,38848928257.9
447110,38848928257.9
44719,38848928257.9
447190,38848928257.9
448,77697856515.8
4481,25899285505.3
44811,4316547584.21
448110,4316547584.21
44812,4316547584.21
448120,4316547584.21
44813,4316547584.21
448130,4316547584.21
44814,4316547584.21
448140,4316547584.21
44815,4316547584.21
448150,4316547584.21
44819,4316547584.21
448190,4316547584.21
4482,25899285505.3
44821,25899285505.3
448210,25899285505.3
4483,25899285505.3
44831,12949642752.6
448310,12949642752.6
44832,12949642752.6
448320,12949642752.6
451,77697856515.8
4511,38848928257.9
45111,9712232064.47
451110,9712232064.47
45112,9712232064.47
451120,9712232064.47
45113,9712232064.47
451130,9712232064.47
45114,9712232064.47
451140,9712232064.47
4512,38848928257.9
45121,38848928257.9
451211,19424464128.9
451212,19424464128.9
452,77697856515.8
4521,38848928257.9
45211,38848928257.9
452111,19424464128.9
452112,19424464128.9
4529,38848928257.9
45291,19424464128.9
452910,19424464128.9
45299,19424464128.9
452990,19424464128.9
453,77697856515.8
4531,19424464128.9
45311,19424464128.9
453110,19424464128.9
4532,19424464128.9
45321,9712232064.47
453210,9712232064.47
45322,9712232064.47
453220,9712232064.47
4533,19424464128.9
45331,19424464128.9
453310,19424464128.9
4539,19424464128.9
45391,4856116032.23
453910,4856116032.23
45392,4856116032.23
453920,4856116032.23
45393,4856116032.23
453930,4856116032.23
45399,4856116032.23
453991,2428058016.12
453998,2428058016.12
454,77697856515.8
4541,25899285505.3
45411,25899285505.3
454111,8633095168.42
454112,8633095168.42
454113,8633095168.42
4542,25899285505.3
45421,25899285505.3
454210,25899285505.3
4543,25899285505.3
45431,12949642752.6
454310,12949642752.6
45439,12949642752.6
454390,12949642752.6
48.49,404916758795.0
481,36810614435.9
4811,18405307218.0
48111,18405307218.0
481111,9202653608.98
481112,9202653608.98
4812,18405307218.0
48121,18405307218.0
481211,6135102405.98
481212,6135102405.98
481219,6135102405.98
482,36810614435.9
4821,36810614435.9
48211,36810614435.9
482111,18405307218.0
482112,18405307218.0
483,36810614435.9
4831,18405307218.0
48311,18405307218.0
483111,4601326804.49
483112,4601326804.49
483113,4601326804.49
483114,4601326804.49
4832,18405307218.0
48321,18405307218.0
483211,9202653608.98
483212,9202653608.98
484,36810614435.9
4841,18405307218.0
48411,9202653608.98
484110,9202653608.98
48412,9202653608.98
484121,4601326804.49
484122,4601326804.49
4842,18405307218.0
48421,6135102405.98
484210,6135102405.98
48422,6135102405.98
484220,6135102405.98
48423,6135102405.98
484230,6135102405.98
485,36810614435.9
4851,6135102405.98
48511,6135102405.98
485111,1533775601.5
485112,1533775601.5
485113,1533775601.5
485119,1533775601.5
4852,6135102405.98
48521,6135102405.98
485210,6135102405.98
4853,6135102405.98
48531,3067551202.99
485310,3067551202.99
48532,3067551202.99
485320,3067551202.99
4854,6135102405.98
48541,6135102405.98
485410,6135102405.98
4855,6135102405.98
48551,6135102405.98
485510,6135102405.98
4859,6135102405.98
48599,6135102405.98
485991,3067551202.99
485999,3067551202.99
486,36810614435.9
4861,12270204812.0
48611,12270204812.0
486110,12270204812.0
4862,12270204812.0
48621,12270204812.0
486210,12270204812.0
4869,12270204812.0
48691,6135102405.98
486910,6135102405.98
48699,6135102405.98
486990,6135102405.98
487,36810614435.9
4871,12270204812.0
48711,12270204812.0
487110,12270204812.0
4872,12270204812.0
48721,12270204812.0
487210,12270204812.0
4879,12270204812.0
48799,12270204812.0
487990,12270204812.0
488,36810614435.9
4881,6135102405.98
48811,3067551202.99
488111,1533775601.5
488119,1533775601.5
48819,3067551202.99
488190,3067551202.99
4882,6135102405.98
48821,6135102405.98
488210,6135102405.98
4883,6135102405.98
48831,1533775601.5
488310,1533775601.5
48832,1533775601.5
488320,1533775601.5
48833,1533775601.5
488330,1533775601.5
48839,1533775601.5
488390,1533775601.5
4884,6135102405.98
48841,3067551202.99
488410,3067551202.99
48849,3067551202.99
488490,3067551202.99
4885,6135102405.98
48851,6135102405.98
488510,6135102405.98
4889,6135102405.98
48899,6135102405.98
488991,3067551202.99
488999,3067551202.99
491,36810614435.9
4911,36810614435.9
49111,36810614435.9
491110,36810614435.9
492,36810614435.9
4921,18405307218.0
49211,18405307218.0
492110,18405307218.0
4922,18405307218.0
49221,18405307218.0
492210,18405307218.0
493,36810614435.9
4931,36810614435.9
49311,9202653608.98
493110,9202653608.98
49312,9202653608.98
493120,9202653608.98
49313,9202653608.98
493130,9202653608.98
49319,9202653608.98
493190,9202653608.98
51,471434625365.0
511,78572437560.8
5111,39286218780.4
51111,7857243756.08
511110,7857243756.08
51112,7857243756.08
511120,7857243756.08
51113,7857243756.08
511130,7857243756.08
51114,7857243756.08
511140,7857243756.08
51119,7857243756.08
511191,3928621878.04
511199,3928621878.04
5112,39286218780.4
51121,39286218780.4
511210,39286218780.4
512,78572437560.8
5121,39286218780.4
51211,9821554695.1
512110,9821554695.1
51212,9821554695.1
512120,9821554695.1
51213,9821554695.1
512131,4910777347.55
512132,4910777347.55
51219,9821554695.1
512191,4910777347.55
512199,4910777347.55
5122,39286218780.4
51221,7857243756.08
512210,7857243756.08
51222,7857243756.08
512220,7857243756.08
51223,7857243756.08
512230,7857243756.08
51224,7857243756.08
512240,7857243756.08
51229,7857243756.08
512290,7857243756.08
515,78572437560.8
5151,39286218780.4
51511,19643109390.2
515111,9821554695.1
515112,9821554695.1
51512,19643109390.2
515120,19643109390.2
5152,39286218780.4
51521,39286218780.4
515210,39286218780.4
517,78572437560.8
5171,19643109390.2
51711,19643109390.2
517110,19643109390.2
5172,19643109390.2
51721,19643109390.2
517210,19643109390.2
5174,19643109390.2
51741,19643109390.2
517410,19643109390.2
5179,19643109390.2
51791,19643109390.2
517911,9821554695.1
517919,9821554695.1
518,78572437560.8
5182,78572437560.8
51821,78572437560.8
518210,78572437560.8
519,78572437560.8
5191,78572437560.8
51911,19643109390.2
519110,19643109390.2
51912,19643109390.2
519120,19643109390.2
51913,19643109390.2
519130,19643109390.2
51919,19643109390.2
519190,19643109390.2
52,1.26858840902e+12
521,253717681804.0
5211,253717681804.0
52111,253717681804.0
521110,253717681804.0
522,253717681804.0
5221,84572560601.4
52211,21143140150.3
522110,21143140150.3
52212,21143140150.3
522120,21143140150.3
52213,21143140150.3
522130,21143140150.3
52219,21143140150.3
522190,21143140150.3
5222,84572560601.4
52221,28190853533.8
522210,28190853533.8
52222,28190853533.8
522220,28190853533.8
52229,28190853533.8
522291,5638170706.76
522292,5638170706.76
522293,5638170706.76
522294,5638170706.76
522298,5638170706.76
5223,84572560601.4
52231,28190853533.8
522310,28190853533.8
52232,28190853533.8
522320,28190853533.8
52239,28190853533.8
522390,28190853533.8
523,253717681804.0
5231,84572560601.4
52311,21143140150.3
523110,21143140150.3
52312,21143140150.3
523120,21143140150.3
52313,21143140150.3
523130,21143140150.3
52314,21143140150.3
523140,21143140150.3
5232,84572560601.4
52321,84572560601.4
523210,84572560601.4
5239,84572560601.4
52391,21143140150.3
523910,21143140150.3
52392,21143140150.3
523920,21143140150.3
52393,21143140150.3
523930,21143140150.3
52399,21143140150.3
523991,10571570075.2
523999,10571570075.2
524,253717681804.0
5241,126858840902.0
52411,42286280300.7
524113,21143140150.3
524114,21143140150.3
52412,42286280300.7
524126,14095426766.9
524127,14095426766.9
524128,14095426766.9
52413,42286280300.7
524130,42286280300.7
5242,126858840902.0
52421,63429420451.0
524210,63429420451.0
52429,63429420451.0
524291,21143140150.3
524292,21143140150.3
524298,21143140150.3
525,253717681804.0
5251,126858840902.0
52511,42286280300.7
525110,42286280300.7
52512,42286280300.7
525120,42286280300.7
52519,42286280300.7
525190,42286280300.7
5259,126858840902.0
52591,42286280300.7
525910,42286280300.7
52592,42286280300.7
525920,42286280300.7
52599,42286280300.7
525990,42286280300.7
53,806491079723.0
531,268830359908.0
5311,89610119969.3
53111,22402529992.3
531110,22402529992.3
53112,22402529992.3
531120,22402529992.3
53113,22402529992.3
531130,22402529992.3
53119,22402529992.3
531190,22402529992.3
5312,89610119969.3
53121,89610119969.3
531210,89610119969.3
5313,89610119969.3
53131,29870039989.8
531311,14935019994.9
531312,14935019994.9
53132,29870039989.8
531320,29870039989.8
53139,29870039989.8
531390,29870039989.8
532,268830359908.0
5321,67207589976.9
53211,33603794988.5
532111,16801897494.2
532112,16801897494.2
53212,33603794988.5
532120,33603794988.5
5322,67207589976.9
53221,16801897494.2
532210,16801897494.2
53222,16801897494.2
532220,16801897494.2
53223,16801897494.2
532230,16801897494.2
53229,16801897494.2
532291,5600632498.08
532292,5600632498.08
532299,5600632498.08
5323,67207589976.9
53231,67207589976.9
532310,67207589976.9
5324,67207589976.9
53241,22402529992.3
532411,11201264996.2
532412,11201264996.2
53242,22402529992.3
532420,22402529992.3
53249,22402529992.3
532490,22402529992.3
533,268830359908.0
5331,268830359908.0
53311,268830359908.0
533110,268830359908.0
54,1.85025642345e+12
541,1.85025642345e+12
5411,205584047050.0
54111,68528015683.4
541110,68528015683.4
54112,68528015683.4
541120,68528015683.4
54119,68528015683.4
541191,34264007841.7
541199,34264007841.7
5412,205584047050.0
54121,205584047050.0
541211,51396011762.6
541213,51396011762.6
541214,51396011762.6
541219,51396011762.6
5413,205584047050.0
54131,25698005881.3
541310,25698005881.3
54132,25698005881.3
541320,25698005881.3
54133,25698005881.3
541330,25698005881.3
54134,25698005881.3
541340,25698005881.3
54135,25698005881.3
541350,25698005881.3
54136,25698005881.3
541360,25698005881.3
54137,25698005881.3
541370,25698005881.3
54138,25698005881.3
541380,25698005881.3
5414,205584047050.0
54141,51396011762.6
541410,51396011762.6
54142,51396011762.6
541420,51396011762.6
54143,51396011762.6
541430,51396011762.6
54149,51396011762.6
541490,51396011762.6
5415,205584047050.0
54151,205584047050.0
541511,51396011762.6
541512,51396011762.6
541513,51396011762.6
541519,51396011762.6
5416,205584047050.0
54161,68528015683.4
541611,13705603136.7
541612,13705603136.7
541613,13705603136.7
541614,13705603136.7
541618,13705603136.7
54162,68528015683.4
541620,68528015683.4
54169,68528015683.4
541690,68528015683.4
5417,205584047050.0
54171,102792023525.0
541711,51396011762.6
541712,51396011762.6
54172,102792023525.0
541720,102792023525.0
5418,205584047050.0
54181,25698005881.3
541810,25698005881.3
54182,25698005881.3
541820,25698005881.3
54183,25698005881.3
541830,25698005881.3
54184,25698005881.3
541840,25698005881.3
54185,25698005881.3
541850,25698005881.3
54186,25698005881.3
541860,25698005881.3
54187,25698005881.3
541870,25698005881.3
54189,25698005881.3
541890,25698005881.3
5419,205584047050.0
54191,41116809410.1
541910,41116809410.1
54192,41116809410.1
541921,20558404705.0
541922,20558404705.0
54193,41116809410.1
541930,41116809410.1
54194,41116809410.1
541940,41116809410.1
54199,41116809410.1
541990,41116809410.1
55,85094515039.8
551,85094515039.8
5511,85094515039.8
55111,85094515039.8
551111,28364838346.6
551112,28364838346.6
551114,28364838346.6
56,-7196653442.26
561,-3598326721.13
5611,-449790840.141
56111,-449790840.141
561110,-449790840.141
5612,-449790840.141
56121,-449790840.141
561210,-449790840.141
5613,-449790840.141
56131,-149930280.047
561311,-74965140.0235
561312,-74965140.0235
56132,-149930280.047
561320,-149930280.047
56133,-149930280.047
561330,-149930280.047
5614,-449790840.141
56141,-74965140.0235
561410,-74965140.0235
56142,-74965140.0235
561421,-37482570.0118
561422,-37482570.0118
56143,-74965140.0235
561431,-37482570.0118
561439,-37482570.0118
56144,-74965140.0235
561440,-74965140.0235
56145,-74965140.0235
561450,-74965140.0235
56149,-74965140.0235
561491,-24988380.0078
561492,-24988380.0078
561499,-24988380.0078
5615,-449790840.141
56151,-149930280.047
561510,-149930280.047
56152,-149930280.047
561520,-149930280.047
56159,-149930280.047
561591,-74965140.0235
561599,-74965140.0235
5616,-449790840.141
56161,-224895420.071
561611,-74965140.0235
561612,-74965140.0235
561613,-74965140.0235
56162,-224895420.071
561621,-112447710.035
561622,-112447710.035
5617,-449790840.141
56171,-89958168.0282
561710,-89958168.0282
56172,-89958168.0282
561720,-89958168.0282
56173,-89958168.0282
561730,-89958168.0282
56174,-89958168.0282
561740,-89958168.0282
56179,-89958168.0282
561790,-89958168.0282
5619,-449790840.141
56191,-149930280.047
561910,-149930280.047
56192,-149930280.047
561920,-149930280.047
56199,-149930280.047
561990,-149930280.047
562,-3598326721.13
5621,-1199442240.38
56211,-1199442240.38
562111,-399814080.125
562112,-399814080.125
562119,-399814080.125
5622,-1199442240.38
56221,-1199442240.38
562211,-299860560.094
562212,-299860560.094
562213,-299860560.094
562219,-299860560.094
5629,-1199442240.38
56291,-399814080.125
562910,-399814080.125
56292,-399814080.125
562920,-399814080.125
56299,-399814080.125
562991,-199907040.063
562998,-199907040.063
61,662981551051.0
611,662981551051.0
6111,94711650150.2
61111,94711650150.2
611110,94711650150.2
6112,94711650150.2
61121,94711650150.2
611210,94711650150.2
6113,94711650150.2
61131,94711650150.2
611310,94711650150.2
6114,94711650150.2
61141,31570550050.1
611410,31570550050.1
61142,31570550050.1
611420,31570550050.1
61143,31570550050.1
611430,31570550050.1
6115,94711650150.2
61151,94711650150.2
611511,23677912537.5
611512,23677912537.5
611513,23677912537.5
611519,23677912537.5
6116,94711650150.2
61161,23677912537.5
611610,23677912537.5
61162,23677912537.5
611620,23677912537.5
61163,23677912537.5
611630,23677912537.5
61169,23677912537.5
611691,7892637512.52
611692,7892637512.52
611699,7892637512.52
6117,94711650150.2
61171,94711650150.2
611710,94711650150.2
62,662981551051.0
621,165745387763.0
6211,23677912537.5
62111,23677912537.5
621111,11838956268.8
621112,11838956268.8
6212,23677912537.5
62121,23677912537.5
621210,23677912537.5
6213,23677912537.5
62131,4735582507.51
621310,4735582507.51
62132,4735582507.51
621320,4735582507.51
62133,4735582507.51
621330,4735582507.51
62134,4735582507.51
621340,4735582507.51
62139,4735582507.51
621391,2367791253.75
621399,2367791253.75
6214,23677912537.5
62141,7892637512.52
621410,7892637512.52
62142,7892637512.52
621420,7892637512.52
62149,7892637512.52
621491,1973159378.13
621492,1973159378.13
621493,1973159378.13
621498,1973159378.13
6215,23677912537.5
62151,23677912537.5
621511,11838956268.8
621512,11838956268.8
6216,23677912537.5
62161,23677912537.5
621610,23677912537.5
6219,23677912537.5
62191,11838956268.8
621910,11838956268.8
62199,11838956268.8
621991,5919478134.39
621999,5919478134.39
622,165745387763.0
6221,55248462587.6
62211,55248462587.6
622110,55248462587.6
6222,55248462587.6
62221,55248462587.6
622210,55248462587.6
6223,55248462587.6
62231,55248462587.6
622310,55248462587.6
623,165745387763.0
6231,41436346940.7
62311,41436346940.7
623110,41436346940.7
6232,41436346940.7
62321,20718173470.4
623210,20718173470.4
62322,20718173470.4
623220,20718173470.4
6233,41436346940.7
62331,41436346940.7
623311,20718173470.4
623312,20718173470.4
6239,41436346940.7
62399,41436346940.7
623990,41436346940.7
624,165745387763.0
6241,41436346940.7
62411,13812115646.9
624110,13812115646.9
62412,13812115646.9
624120,13812115646.9
62419,13812115646.9
624190,13812115646.9
6242,41436346940.7
62421,13812115646.9
624210,13812115646.9
62422,13812115646.9
624221,6906057823.45
624229,6906057823.45
62423,13812115646.9
624230,13812115646.9
6243,41436346940.7
62431,41436346940.7
624310,41436346940.7
6244,41436346940.7
62441,41436346940.7
624410,41436346940.7
71,266788396260.0
711,88929465420.1
7111,17785893084.0
71111,4446473271.01
711110,4446473271.01
71112,4446473271.01
711120,4446473271.01
71113,4446473271.01
711130,4446473271.01
71119,4446473271.01
711190,4446473271.01
7112,17785893084.0
71121,17785893084.0
711211,5928631028.01
711212,5928631028.01
711219,5928631028.01
7113,17785893084.0
71131,8892946542.01
711310,8892946542.01
71132,8892946542.01
711320,8892946542.01
7114,17785893084.0
71141,17785893084.0
711410,17785893084.0
7115,17785893084.0
71151,17785893084.0
711510,17785893084.0
712,88929465420.1
7121,88929465420.1
71211,22232366355.0
712110,22232366355.0
71212,22232366355.0
712120,22232366355.0
71213,22232366355.0
712130,22232366355.0
71219,22232366355.0
712190,22232366355.0
713,88929465420.1
7131,29643155140.0
71311,14821577570.0
713110,14821577570.0
71312,14821577570.0
713120,14821577570.0
7132,29643155140.0
71321,14821577570.0
713210,14821577570.0
71329,14821577570.0
713290,14821577570.0
7139,29643155140.0
71391,4940525856.67
713910,4940525856.67
71392,4940525856.67
713920,4940525856.67
71393,4940525856.67
713930,4940525856.67
71394,4940525856.67
713940,4940525856.67
71395,4940525856.67
713950,4940525856.67
71399,4940525856.67
713990,4940525856.67
72,266788396260.0
721,133394198130.0
7211,44464732710.1
72111,14821577570.0
721110,14821577570.0
72112,14821577570.0
721120,14821577570.0
72119,14821577570.0
721191,7410788785.01
721199,7410788785.01
7212,44464732710.1
72121,44464732710.1
721211,22232366355.0
721214,22232366355.0
7213,44464732710.1
72131,44464732710.1
721310,44464732710.1
722,133394198130.0
7223,44464732710.1
72231,14821577570.0
722310,14821577570.0
72232,14821577570.0
722320,14821577570.0
72233,14821577570.0
722330,14821577570.0
7224,44464732710.1
72241,44464732710.1
722410,44464732710.1
7225,44464732710.1
72251,44464732710.1
722511,11116183177.5
722513,11116183177.5
722514,11116183177.5
722515,11116183177.5
81,386829828650.0
811,96707457162.6
8111,24176864290.6
81111,8058954763.55
811111,2014738690.89
811112,2014738690.89
811113,2014738690.89
811118,2014738690.89
81112,8058954763.55
811121,4029477381.77
811122,4029477381.77
81119,8058954763.55
811191,2686318254.52
811192,2686318254.52
811198,2686318254.52
8112,24176864290.6
81121,24176864290.6
811211,6044216072.66
811212,6044216072.66
811213,6044216072.66
811219,6044216072.66
8113,24176864290.6
81131,24176864290.6
811310,24176864290.6
8114,24176864290.6
81141,6044216072.66
811411,3022108036.33
811412,3022108036.33
81142,6044216072.66
811420,6044216072.66
81143,6044216072.66
811430,6044216072.66
81149,6044216072.66
811490,6044216072.66
812,96707457162.6
8121,24176864290.6
81211,12088432145.3
812111,4029477381.77
812112,4029477381.77
812113,4029477381.77
81219,12088432145.3
812191,6044216072.66
812199,6044216072.66
8122,24176864290.6
81221,12088432145.3
812210,12088432145.3
81222,12088432145.3
812220,12088432145.3
8123,24176864290.6
81231,8058954763.55
812310,8058954763.55
81232,8058954763.55
812320,8058954763.55
81233,8058954763.55
812331,4029477381.77
812332,4029477381.77
8129,24176864290.6
81291,6044216072.66
812910,6044216072.66
81292,6044216072.66
812921,3022108036.33
812922,3022108036.33
81293,6044216072.66
812930,6044216072.66
81299,6044216072.66
812990,6044216072.66
813,96707457162.6
8131,19341491432.5
81311,19341491432.5
813110,19341491432.5
8132,19341491432.5
81321,19341491432.5
813211,6447163810.84
813212,6447163810.84
813219,6447163810.84
8133,19341491432.5
81331,19341491432.5
813311,6447163810.84
813312,6447163810.84
813319,6447163810.84
8134,19341491432.5
81341,19341491432.5
813410,19341491432.5
8139,19341491432.5
81391,3868298286.5
813910,3868298286.5
81392,3868298286.5
813920,3868298286.5
81393,3868298286.5
813930,3868298286.5
81394,3868298286.5
813940,3868298286.5
81399,3868298286.5
813990,3868298286.5
814,96707457162.6
8141,96707457162.6
81411,96707457162.6
814110,96707457162.6
92,1.52924473771e+12
921,191155592214.0
9211,191155592214.0
92111,31859265369.0
921110,31859265369.0
92112,31859265369.0
921120,31859265369.0
92113,31859265369.0
921130,31859265369.0
92114,31859265369.0
921140,31859265369.0
92115,31859265369.0
921150,31859265369.0
92119,31859265369.0
921190,31859265369.0
922,191155592214.0
9221,191155592214.0
92211,27307941744.9
922110,27307941744.9
92212,27307941744.9
922120,27307941744.9
92213,27307941744.9
922130,27307941744.9
92214,27307941744.9
922140,27307941744.9
92215,27307941744.9
922150,27307941744.9
92216,27307941744.9
922160,27307941744.9
92219,27307941744.9
922190,27307941744.9
923,191155592214.0
9231,191155592214.0
92311,47788898053.5
923110,47788898053.5
92312,47788898053.5
923120,47788898053.5
92313,47788898053.5
923130,47788898053.5
92314,47788898053.5
923140,47788898053.5
924,191155592214.0
9241,191155592214.0
92411,95577796107.0
924110,95577796107.0
92412,95577796107.0
924120,95577796107.0
925,191155592214.0
9251,191155592214.0
92511,95577796107.0
925110,95577796107.0
92512,95577796107.0
925120,95577796107.0
926,191155592214.0
9261,191155592214.0
92611,38231118442.8
926110,38231118442.8
92612,38231118442.8
926120,38231118442.8
92613,38231118442.8
926130,38231118442.8
92614,38231118442.8
926140,38231118442.8
92615,38231118442.8
926150,38231118442.8
927,191155592214.0
9271,191155592214.0
92711,191155592214.0
927110,191155592214.0
928,191155592214.0
9281,191155592214.0
92811,95577796107.0
928110,95577796107.0
92812,95577796107.0
928120,95577796107.0
